,Ni
26129,"[25534, 25536, 25732, 25733, 25734, 25735, 25931, 26127, 26128, 26131, 26132, 26324, 26325, 26327, 26329, 26330, 26525, 26526, 26527, 26528, 26724, 26725, 26726]"
17325,"[16634, 16635, 16636, 16863, 17096, 17556, 17557, 17559, 17790, 17791, 18030, 18031]"
59113,"[58792, 58793, 58794, 58902, 58903, 58906, 59006, 59009, 59110, 59112, 59321, 59322]"
46613,"[45726, 45728, 46020, 46021, 46022, 46316, 46320, 46615, 46908, 46910]"
22109,"[21386, 21626, 21627, 21628, 21865, 21866, 21868, 21870, 22106, 22110, 22347, 22349, 22351, 22588, 22589, 22590, 22591, 22827]"
1556,"[1423, 1485, 1486, 1488, 1489, 1490, 1491, 1553, 1554, 1556, 1557, 1558, 1559, 1622, 1627, 1691, 1692, 1693, 1694, 1695, 1766, 1767]"
39795,"[38946, 38947, 39226, 39228, 39512, 39513, 39514, 39792, 39793, 39794, 39795, 39796, 39797, 39798, 40078, 40079, 40082, 40364, 40367, 40368, 40655]"
16211,"[15548, 15768, 15769, 15770, 15771, 15987, 15988, 15990, 15991, 15993, 16208, 16209, 16210, 16211, 16212, 16213, 16432, 16433, 16435, 16436, 16437, 16438, 16661, 16662, 16663, 16665, 16891, 16892]"
39968,"[39116, 39117, 39118, 39398, 39399, 39400, 39682, 39683, 39684, 39966, 39968, 39969, 39970, 39971, 40253, 40255, 40256, 40257, 40258, 40542, 40546]"
22225,"[21741, 21981, 21986, 22223, 22224, 22225, 22226, 22944]"
51286,"[50720, 50721, 50722, 50723, 51004, 51006, 51007, 51283, 51284, 51285, 51286, 51287, 51288, 51289, 51562, 51564, 51565, 51566, 51568, 51841, 51842, 51844, 52116, 52117]"
28063,"[27836, 27837, 27838, 27839, 28060, 28061, 28062, 28063, 28066, 28287, 28289, 28290, 28291, 28517, 28519, 28520, 28746]"
33374,"[32833, 32835, 32836, 33103, 33104, 33375, 33376, 33643, 33644, 33645, 33646, 33647, 33916, 34187]"
24188,"[23558, 23559, 23560, 23775, 23776, 23778, 23981, 23982, 23983, 23985, 23986, 24185, 24186, 24188, 24190, 24191, 24388, 24390, 24391, 24393, 24394, 24593, 24594, 24595, 24596, 24796, 24797]"
22223,"[21741, 21981, 22223, 22224, 22225, 22226]"
25927,"[25331, 25332, 25531, 25532, 25726, 25728, 25729, 25732, 25924, 25925, 25927, 26123, 26124, 26125, 26127, 26128, 26321, 26322, 26323, 26324, 26325, 26521]"
6301,"[6008, 6107, 6108, 6201, 6204, 6205, 6206, 6207, 6298, 6300, 6303, 6395, 6396, 6397, 6398, 6492, 6493, 6494, 6588]"
49269,"[48425, 48984, 48986, 49266, 49267, 49268, 49271, 49272, 49548, 49550, 49551, 49552, 49553, 49833, 49836, 49837, 50118]"
40577,"[39718, 39999, 40000, 40001, 40286, 40287, 40289, 40574, 40578, 40579, 40867, 41159, 41161, 41162, 41451, 41453]"
17030,"[16343, 16344, 16569, 16572, 16573, 16797, 16798, 16799, 16800, 16801, 16802, 16803, 17027, 17028, 17029, 17030, 17031, 17033, 17258, 17259, 17260, 17261, 17262, 17263, 17491, 17493, 17495, 17726, 17727, 17728]"
39516,"[38681, 38682, 38949, 38950, 38951, 38952, 38953, 39231, 39232, 39233, 39235, 39236, 39513, 39514, 39515, 39516, 39517, 39518, 39519, 39797, 39798, 39800, 39801, 39802, 40082, 40083, 40085, 40086, 40372]"
14081,"[13396, 13397, 13398, 13623, 13624, 13625, 13627, 13850, 13852, 13853, 13854, 13855, 14078, 14079, 14080, 14081, 14082, 14083, 14307, 14308, 14309, 14310, 14311, 14312, 14537, 14538, 14539, 14541, 14764, 14765, 14766]"
10113,"[9951, 9952, 9953, 10110, 10112, 10270, 10271, 10272, 10434, 10436, 10437, 10604, 10605]"
6684,"[6395, 6396, 6397, 6492, 6493, 6494, 6585, 6587, 6588, 6682, 6684, 6685, 6686, 6687, 6779, 6782, 6783, 6873, 6874, 6877]"
57349,[56920]
47301,"[46414, 46709, 46710, 46711, 46712, 46713, 47003, 47004, 47006, 47007, 47008, 47009, 47298, 47299, 47300, 47301, 47303, 47304, 48177, 48178]"
5438,"[5230, 5231, 5331, 5332, 5333, 5334, 5335, 5336, 5337, 5435, 5436, 5438, 5439, 5537, 5538, 5539, 5541, 5542, 5638, 5639, 5640, 5641, 5739, 5740]"
39116,"[38299, 38562, 38565, 38831, 38832, 38833, 38834, 38836, 38837, 39114, 39115, 39116, 39117, 39118, 39119, 39397, 39398, 39399, 39400, 39682, 39683, 39684, 39966, 39968]"
27147,"[26537, 26538, 26737, 26940, 26941, 27144, 27147, 27352, 27353, 27354, 27356, 27569, 27570, 27571, 27572, 27792]"
12013,"[11388, 11390, 11594, 11595, 11596, 11597, 11802, 11803, 11804, 11805, 12012, 12013, 12014, 12015, 12016, 12230, 12231, 12233, 12234, 12453, 12679, 12680]"
41904,"[41027, 41028, 41029, 41319, 41321, 41322, 41611, 41612, 41614, 41615, 41904, 41905, 41906, 41907, 42198, 42199, 42200, 42494]"
41430,"[40844, 40845, 40848, 41136, 41137, 41138, 41139, 41427, 41428, 41429, 41719, 41720, 42013, 42016, 42307]"
42606,"[42016, 42020, 42309, 42310, 42311, 42312, 42313, 42314, 42604, 42606, 42607, 42900, 42901, 42902]"
16803,"[16121, 16123, 16344, 16345, 16346, 16347, 16572, 16573, 16574, 16575, 16576, 16577, 16800, 16801, 16802, 16803, 16804, 16806, 17030, 17031, 17033, 17034, 17035, 17262, 17263, 17266, 17495, 17496, 17497]"
10015,"[9543, 9695, 9697, 9698, 9852, 9853, 9854, 9858, 10013, 10014, 10015, 10016, 10017, 10018, 10172, 10173, 10174, 10175, 10176, 10178, 10336, 10337, 10338, 10339, 10340, 10507]"
16264,"[15600, 15601, 15602, 15820, 15821, 15822, 15823, 16040, 16041, 16042, 16044, 16045, 16261, 16263, 16264, 16265, 16266, 16487, 16488, 16489, 16490, 16491, 16714, 16716, 16718, 16944]"
21149,"[20416, 20663, 20905, 20906, 21146, 21148, 21149, 21150, 21151, 21152, 21388, 21389, 21390, 21391, 21394, 21631, 21873]"
10924,"[10577, 10747, 10748, 10921, 10922, 10923, 11108, 11109, 11110, 11111, 11113, 11310, 11311, 11313, 11314, 11515, 11516, 11517]"
17695,"[16997, 16999, 17227, 17228, 17229, 17230, 17458, 17459, 17460, 17461, 17462, 17463, 17464, 17692, 17693, 17694, 17695, 17696, 17697, 17698, 17933, 17934, 17935, 17936, 17937, 18173, 18174, 18175, 18176, 18177, 18416, 18417]"
13854,"[13167, 13168, 13169, 13396, 13397, 13398, 13399, 13400, 13623, 13624, 13625, 13627, 13629, 13852, 13853, 13854, 13855, 14079, 14080, 14081, 14082, 14083, 14309, 14310, 14311, 14312, 14539, 14541]"
5606,"[5294, 5295, 5399, 5400, 5501, 5502, 5503, 5504, 5505, 5603, 5607, 5608, 5703, 5704, 5706, 5707, 5708, 5709, 5806, 5808]"
6766,"[6572, 6573, 6574, 6575, 6576, 6667, 6669, 6670, 6671, 6672, 6673, 6763, 6764, 6765, 6766, 6767, 6768, 6769, 6858, 6859, 6860, 6862, 6863, 6864, 6957, 6958, 6959, 6961, 7057, 7058, 7059]"
25408,"[25007, 25405, 25406, 25407, 25409, 25604, 25606, 25607, 25608, 25803, 25804, 25805, 25806, 25807, 26002, 26004]"
38683,"[37896, 38155, 38156, 38159, 38415, 38417, 38419, 38681, 38682, 38683, 38684, 38685, 38686, 38950, 38951, 38952, 38953, 38954, 38956, 39233, 39235, 39236, 39237, 39517, 39518, 39519]"
44342,"[43476, 43477, 43762, 43763, 43766, 44050, 44053, 44054, 44055, 44056, 44339, 44340, 44343, 44345, 44628, 44631, 44632, 44633, 44634, 44918, 44919, 44920, 44922, 45209]"
43185,"[42598, 42891, 42892, 42894, 42895, 43183, 43184, 43185, 43186, 43187, 43188, 43469, 43470, 43471, 43473, 43474, 43758, 43759, 43760, 43761, 43762, 44048, 44049, 44050]"
48389,"[47819, 47820, 48105, 48106, 48108, 48389, 48391, 48392, 48670, 48671, 48672, 48673, 48951, 48952, 48953, 48954, 49233, 49234, 49235]"
56083,"[55553, 55734, 55736, 55909, 55911, 56081, 56252, 56256, 56257, 56423, 56424, 56425, 56590]"
21910,"[21426, 21427, 21430, 21666, 21667, 21668, 21670, 21910, 21912, 21913, 22153, 22154, 22393]"
20161,"[19422, 19423, 19672, 19913, 19914, 19915, 19916, 19918, 19919, 20158, 20160, 20161, 20162, 20163, 20164, 20403, 20404, 20405, 20406, 20407, 20409]"
43156,"[42272, 42273, 42566, 42567, 42569, 42863, 42864, 42865, 42866, 43155, 43156, 43157, 43158, 43441, 43442, 43443, 43444, 43445, 43446, 43729, 43730, 43731, 43732, 43733, 44019, 44020, 44021]"
39426,"[38862, 39143, 39146, 39425, 39707, 39708, 39709, 39712, 39995, 40282]"
35992,"[35173, 35174, 35175, 35445, 35446, 35447, 35448, 35449, 35718, 35720, 35721, 35722, 35723, 35990, 35991, 35992, 35994, 35995, 36259, 36530, 36531, 36533, 36534, 36801, 36802, 36803]"
6033,"[5735, 5737, 5834, 5835, 5836, 5837, 5933, 5934, 5935, 5936, 5937, 6032, 6034, 6035, 6134]"
40837,"[39969, 39970, 39971, 40255, 40256, 40257, 40258, 40259, 40546, 40548, 40549, 40837, 40839, 40840, 41132, 41420, 41421, 41422, 41423, 41712, 41713, 41714]"
21389,"[20905, 20906, 21146, 21148, 21149, 21150, 21386, 21388, 21389, 21390, 21391, 21627, 21628, 21631, 21870, 21873]"
43474,"[42598, 42599, 42892, 42894, 42895, 42896, 43184, 43185, 43186, 43187, 43188, 43189, 43190, 43471, 43473, 43474, 43476, 43477, 43759, 43760, 43761, 43762, 43763, 44049, 44050, 44053, 44339, 44340]"
34257,"[33712, 33713, 33716, 33983, 33984, 33987, 34254, 34255, 34256, 34257, 34258, 34259, 34260, 34527, 34529, 34530, 34531, 34532, 34533, 34804, 34805]"
4975,"[4748, 4749, 4864, 4866, 4972, 4974, 4975, 4976, 4977, 5080, 5082, 5083, 5084, 5085, 5186, 5187, 5189, 5190, 5294, 5295]"
22606,"[22123, 22126, 22365, 22366, 22367, 22369, 22606, 22607, 22608, 22842, 22843, 22844, 22845, 23072, 23074, 23075, 23076, 23299, 23300, 23301]"
5542,"[5230, 5231, 5232, 5334, 5335, 5336, 5337, 5438, 5439, 5539, 5541, 5542, 5639, 5640, 5641, 5740, 5742, 5841, 5842]"
13790,"[13330, 13331, 13559, 13560, 13564, 13787, 13788, 13791, 13792, 13793, 14016, 14017, 14019, 14021, 14244, 14245, 14248, 14475, 14476]"
5633,"[5326, 5430, 5431, 5432, 5433, 5530, 5531, 5532, 5533, 5534, 5535, 5633, 5634, 5635, 5636, 5733, 5735, 5832, 5834]"
14018,"[13331, 13560, 13564, 13787, 13788, 13791, 13792, 13793, 14016, 14017, 14019, 14021, 14244, 14245, 14248, 14249, 14473, 14475, 14476, 14704]"
21155,"[20420, 20666, 20910, 20911, 20912, 20913, 20914, 20915, 21152, 21153, 21154, 21156, 21157, 21158, 21394, 21395, 21396, 21397, 21399, 21638, 21640]"
18223,"[17509, 17510, 17741, 17742, 17744, 17745, 17980, 17981, 17982, 17983, 17984, 17985, 18223, 18225, 18463, 18464, 18465, 18467, 18709, 18711, 18712, 18953, 18954, 18955]"
48150,"[47272, 47273, 47274, 47566, 47568, 47569, 47861, 47862, 47865, 48147, 48148, 48149, 48152, 48153, 48431, 48432, 48433, 48434, 48436, 48437, 48714, 48715, 48716, 48718, 48997]"
36262,"[35446, 35447, 35448, 35718, 35720, 35721, 35722, 35990, 35991, 35992, 35994, 35995, 36259, 36529, 36530, 36531, 36533, 36534, 36535, 36800, 36801, 36802, 36803, 36804, 37069]"
22824,"[22106, 22345, 22346, 22347, 22349, 22584, 22585, 22586, 22587, 22588, 22589, 22590, 22821, 22822, 22823, 22824, 22825, 22827, 23054, 23058, 23279, 23502, 23504]"
13396,"[12934, 12938, 13165, 13166, 13167, 13168, 13169, 13393, 13394, 13395, 13396, 13397, 13398, 13399, 13622, 13623, 13624, 13625, 13627, 13850, 13852, 13853, 13854, 14079, 14080, 14081]"
40344,"[39488, 39489, 39771, 39772, 39774, 39775, 40054, 40055, 40057, 40059, 40060, 40341, 40343, 40345, 40346, 40630, 40631, 40632, 40633, 40634, 40922, 40923, 40924]"
17557,"[16863, 17096, 17556, 17557, 17559, 17788, 17790, 17791, 17794, 18030, 18031, 18032, 18271]"
35991,"[35172, 35173, 35174, 35445, 35446, 35447, 35448, 35716, 35718, 35720, 35721, 35722, 35988, 35990, 35991, 35992, 35994, 36258, 36259, 36529, 36530, 36531, 36533, 36800, 36801, 36802]"
10064,"[9594, 9744, 9745, 9747, 9901, 9902, 9903, 9904, 9906, 10061, 10063, 10064, 10065, 10221, 10222, 10223, 10224, 10385, 10386]"
9851,"[9386, 9387, 9388, 9538, 9539, 9540, 9541, 9542, 9691, 9692, 9693, 9694, 9695, 9849, 9850, 9851, 9852, 9853, 9854, 10008, 10009, 10010, 10011, 10013, 10014, 10169, 10170, 10171, 10172, 10173, 10333, 10334, 10335]"
34566,"[33749, 33750, 33751, 34019, 34020, 34021, 34022, 34023, 34290, 34292, 34293, 34294, 34295, 34563, 34564, 34565, 34566, 34568, 34569, 34836, 34837, 34838, 34839, 34840, 34841, 35110, 35111, 35112, 35114, 35384, 35385, 35386]"
35937,"[35118, 35119, 35391, 35392, 35393, 35662, 35663, 35665, 35666, 35667, 35668, 35934, 35935, 35937, 36204, 36205, 36206, 36209, 36210]"
16127,"[15465, 15683, 15684, 15686, 15904, 15906, 16124, 16125, 16126, 16127, 16349, 16350, 16351, 16577, 16578, 16579, 16580]"
11110,"[10577, 10747, 10748, 10920, 10921, 10922, 10923, 11107, 11108, 11109, 11110, 11111, 11113, 11309, 11310, 11311, 11313, 11314, 11514, 11515, 11516, 11517, 11720]"
53654,"[52870, 52871, 53133, 53134, 53135, 53393, 53394, 53395, 53396, 53397, 53398, 53399, 53652, 53653, 53654, 53655, 53657, 53899, 53901, 53902, 53903, 53904, 53905, 54135, 54136, 54137, 54138, 54139, 54361, 54363]"
32938,"[32161, 32162, 32163, 32414, 32415, 32417, 32418, 32670, 32671, 32672, 32673, 32674, 32675, 32676, 32935, 32937, 32939, 32940, 32941, 33204, 33206, 33207, 33208, 33209, 33210, 33475, 33476, 33478, 33479, 33746, 33747, 33748]"
40343,"[39487, 39488, 39489, 39770, 39771, 39772, 39774, 40053, 40054, 40055, 40057, 40059, 40340, 40341, 40343, 40345, 40346, 40629, 40630, 40631, 40632, 40633, 40634, 40922, 40923, 40924]"
54196,"[53455, 53711, 53712, 53713, 53715, 53958, 53959, 54193, 54194, 54195, 54199, 54420, 54422, 54424, 54633, 54634, 54635, 54842, 54843]"
21909,"[21426, 21427, 21665, 21666, 21667, 21668, 21670, 21906, 21910, 21912, 22153, 22393]"
18174,"[17459, 17460, 17461, 17692, 17693, 17694, 17695, 17696, 17933, 17934, 17935, 17936, 18173, 18174, 18175, 18176, 18177, 18415, 18416, 18417, 18419]"
9855,"[9390, 9542, 9543, 9546, 9694, 9695, 9697, 9698, 9852, 9853, 9854, 9858, 10013, 10014, 10015, 10016, 10017, 10018, 10173, 10174, 10175, 10176, 10337, 10338, 10339]"
29415,"[28727, 28728, 28955, 28956, 28957, 28958, 29183, 29184, 29186, 29415, 29416, 29418, 29659, 29660, 29661, 29662, 29903, 29904]"
10411,"[10245, 10246, 10576, 10577, 10747, 10748, 10923]"
40590,"[40012, 40014, 40015, 40298, 40300, 40301, 40302, 40303, 40304, 40587, 40590, 40592, 40882, 40883, 40884]"
19918,"[19178, 19180, 19423, 19672, 19673, 19674, 19915, 19916, 19918, 19919, 20160, 20161, 20162, 20163, 20164, 20406, 20407, 20409, 20410, 20655]"
15593,"[14923, 14924, 15147, 15148, 15150, 15369, 15372, 15373, 15374, 15590, 15592, 15595, 15596, 15812, 15813, 15814, 15815, 15816, 16034, 16035, 16036, 16037, 16255, 16257]"
32939,"[32162, 32163, 32164, 32415, 32417, 32418, 32419, 32671, 32672, 32673, 32674, 32675, 32676, 32677, 32937, 32939, 32940, 32941, 32942, 33206, 33207, 33208, 33209, 33210, 33476, 33478, 33479, 33480, 33747, 33748, 33749]"
23297,"[22842, 23069, 23070, 23072, 23074, 23295, 23298, 23299, 23300, 23518, 23520, 23521, 23522, 23734, 23735, 23737, 23943]"
8161,"[8160, 8301, 8305, 8445, 8595, 8596]"
17026,"[16338, 16339, 16340, 16565, 16566, 16567, 16568, 16569, 16793, 16794, 16795, 16796, 16797, 16798, 16799, 17023, 17024, 17026, 17027, 17028, 17029, 17254, 17255, 17256, 17257, 17258, 17259, 17260, 17490, 17491, 17723]"
22607,"[21886, 22126, 22128, 22365, 22366, 22367, 22369, 22370, 22606, 22607, 22608, 22842, 22843, 22844, 22845, 23074, 23075, 23076, 23300, 23301]"
38847,"[38052, 38309, 38311, 38312, 38574, 38575, 38576, 38577, 38578, 38579, 38580, 38844, 38845, 38846, 38847, 38848, 39126, 39127, 39128, 39129, 39130, 39131, 39132, 39410, 39411, 39412, 39413, 39414, 39697]"
10017,"[9546, 9547, 9697, 9698, 9854, 9858, 9859, 9860, 10014, 10015, 10016, 10017, 10018, 10019, 10020, 10174, 10175, 10176, 10178, 10179, 10180, 10338, 10339, 10340, 10341, 10507, 10509]"
10088,"[10245, 10246]"
45738,"[44867, 45153, 45154, 45155, 45156, 45442, 45443, 45444, 45445, 45446, 45735, 45736, 45737, 45738, 46029, 46030, 46033, 46326, 46327, 46328]"
37073,"[36266, 36267, 36534, 36535, 36536, 36537, 36538, 36803, 36804, 36805, 36806, 36807, 36808, 36809, 37071, 37072, 37073, 37074, 37076, 37336, 37337, 37338, 37339, 37340, 37341, 37602, 37603, 37604, 37605, 37606, 37864, 37866]"
30722,"[30237, 30239, 30240, 30478, 30480, 30719, 30721, 30722, 30724, 30961, 30962, 30967, 31204, 31208, 31450]"
35079,"[34259, 34260, 34531, 34532, 34533, 34534, 34804, 34805, 34806, 34807, 34808, 35078, 35079, 35080, 35081, 35082, 35349, 35350, 35351, 35352, 35353, 35354, 35355, 35624, 35625, 35626, 35627, 35896, 35897, 35898]"
22336,"[21612, 21613, 21614, 21852, 21853, 21854, 21855, 21856, 22092, 22093, 22094, 22095, 22096, 22097, 22098, 22333, 22334, 22335, 22336, 22337, 22338, 22573, 22575, 22576, 22577, 22578, 22812, 22813, 22814, 23043, 23044]"
35382,"[34562, 34563, 34564, 34834, 34835, 34836, 34837, 34838, 35106, 35107, 35109, 35110, 35111, 35112, 35380, 35381, 35382, 35383, 35384, 35385, 35654, 35657, 35658, 35926, 35928, 35929, 36197, 36198]"
40841,"[39973, 39974, 39975, 40259, 40260, 40261, 40262, 40548, 40549, 40551, 40552, 40839, 40840, 40841, 40842, 40843, 40844, 41132, 41133, 41134, 41136, 41423, 41424, 41425, 41427, 41716, 41717]"
39511,"[38675, 38677, 38946, 38947, 38948, 39226, 39228, 39231, 39512, 39513, 39514, 39792, 39793, 39794, 39795, 39796, 39797, 39798, 40078, 40079, 40367]"
13395,"[12933, 12934, 13165, 13166, 13167, 13168, 13393, 13394, 13395, 13396, 13397, 13398, 13622, 13623, 13624, 13625, 13850, 13852, 13853, 14078, 14079, 14080]"
17461,"[16767, 16768, 16769, 16996, 16997, 16999, 17226, 17227, 17228, 17229, 17230, 17232, 17458, 17459, 17460, 17461, 17462, 17463, 17464, 17692, 17693, 17694, 17695, 17696, 17697, 17698, 17933, 17934, 17935, 17936, 18174, 18175, 18176]"
5398,"[5080, 5082, 5185, 5186, 5187, 5189, 5290, 5291, 5292, 5294, 5295, 5396, 5399, 5400, 5499, 5500, 5501, 5502, 5503, 5504, 5505, 5602, 5603, 5703, 5704]"
41720,"[40843, 40844, 40845, 41134, 41136, 41137, 41138, 41425, 41427, 41428, 41429, 41717, 41719, 41720, 42009, 42010, 42013, 42307, 42599, 42600, 42601]"
12166,"[11541, 11542, 11747, 11952, 11953, 11954, 11955, 12163, 12164, 12165, 12166, 12167, 12383, 12385, 12386, 12605, 12607, 12609, 12831, 12833]"
21154,"[20420, 20664, 20666, 20910, 20911, 20912, 20913, 20914, 21151, 21152, 21153, 21154, 21156, 21157, 21394, 21395, 21396, 21397, 21399, 21638]"
8934,"[8476, 8477, 8625, 8626, 8628, 8776, 8777, 8778, 8779, 8780, 8781, 8782, 8931, 8932, 8933, 8934, 8935, 8936, 8937, 9086, 9087, 9088, 9089, 9090, 9091, 9242, 9243, 9244, 9396]"
15889,"[15224, 15225, 15226, 15445, 15446, 15447, 15448, 15449, 15665, 15666, 15667, 15668, 15669, 15670, 15671, 15887, 15888, 15889, 15890, 15891, 16107, 16108, 16109, 16110, 16111, 16332, 16333, 16334, 16335, 16336, 16561, 16562, 16563]"
38685,"[37899, 38159, 38160, 38161, 38417, 38419, 38421, 38422, 38682, 38683, 38684, 38685, 38686, 38687, 38688, 38952, 38953, 38954, 38956, 38957, 39235, 39236, 39237, 39238, 39239, 39519, 39520]"
28291,"[27837, 27838, 27839, 28061, 28062, 28063, 28066, 28067, 28289, 28290, 28291, 28517, 28519, 28520, 28521, 28522, 28746, 28748, 28749, 28975, 28976]"
10171,"[9692, 9693, 9694, 9849, 9850, 9851, 9852, 9853, 10008, 10009, 10010, 10011, 10013, 10014, 10168, 10169, 10170, 10171, 10172, 10173, 10174, 10331, 10332, 10333, 10334, 10335, 10336, 10337, 10500, 10501, 10502, 10503, 10504, 10671, 10672, 10673]"
47525,"[46639, 46640, 46641, 46934, 46936, 46937, 47231, 47232, 47233, 47526, 47527, 47819, 47820, 47822, 47823, 48105, 48106, 48108, 48109, 48391, 48392]"
17935,"[17229, 17230, 17460, 17461, 17462, 17463, 17464, 17693, 17694, 17695, 17696, 17697, 17698, 17699, 17933, 17934, 17935, 17936, 17937, 18173, 18174, 18175, 18176, 18177, 18179, 18416, 18417, 18419, 18420, 18664]"
23519,"[23069, 23070, 23072, 23295, 23298, 23299, 23300, 23518, 23520, 23521, 23522, 23734, 23735, 23737, 23943, 23946, 24148, 24149]"
49234,"[48389, 48670, 48671, 48672, 48673, 48951, 48952, 48953, 48954, 48955, 49232, 49233, 49234, 49235, 49236, 49515, 49517, 49519, 49799, 49800, 49801, 50083, 50085]"
4817,"[4461, 4582, 4697, 4698, 4699, 4700, 4703, 4814, 4815, 4817, 4818, 4922, 4923, 4924, 4926, 4927, 4928, 5030, 5031, 5032, 5033, 5034, 5138, 5139]"
48388,"[47819, 48105, 48106, 48389, 48391, 48670, 48671, 48672, 48673, 48951, 48952, 48953, 49232, 49233, 49234]"
14310,"[13624, 13625, 13852, 13853, 13854, 13855, 14078, 14079, 14080, 14081, 14082, 14083, 14307, 14308, 14309, 14310, 14311, 14312, 14536, 14537, 14538, 14539, 14541, 14542, 14764, 14765, 14766, 14767, 14989, 14990, 14991]"
59146,"[58826, 58827, 58936, 58937, 58939, 59040, 59041, 59043, 59145, 59147, 59148, 59149, 59251, 59252, 59253, 59254, 59354, 59356, 59357, 59358, 59460, 59461]"
9065,"[8909, 8913, 9066, 9067, 9068, 9216, 9218, 9220, 9221, 9222, 9370, 9371, 9373, 9374, 9524, 9525, 9526]"
41472,"[40596, 40598, 40886, 40887, 40888, 41178, 41179, 41180, 41181, 41470, 41471, 41475, 41762, 41764, 41767, 42055, 42057, 42058, 42348, 42350]"
23118,"[22411, 22651, 22652, 22885, 22887, 22888, 22889, 22890, 23117, 23118, 23119, 23120, 23121, 23344, 23346, 23347, 23565, 23566, 23567, 23568, 23783, 23784]"
20427,"[19692, 19935, 19937, 19938, 19939, 20181, 20183, 20185, 20425, 20426, 20428, 20429, 20670, 20917, 20918, 20920, 21160]"
22153,"[21430, 21431, 21670, 21673, 21910, 21912, 21913, 21914, 21915, 22153, 22154, 22155, 22393, 22395, 22635]"
26332,"[25937, 25938, 26131, 26132, 26134, 26135, 26137, 26329, 26330, 26331, 26332, 26334, 26528, 26529, 26530, 26532, 26533, 26534, 26728, 26730, 26935, 26936]"
26528,"[26131, 26132, 26327, 26329, 26330, 26331, 26332, 26525, 26526, 26527, 26528, 26529, 26530, 26724, 26725, 26726, 26728, 26730, 26931, 26932, 26933, 27137, 27138]"
29660,"[28956, 28957, 28958, 29183, 29184, 29186, 29415, 29416, 29418, 29659, 29660, 29661, 29662, 29903, 29904, 29905, 29906, 30144, 30385]"
45776,[46070]
36267,"[35451, 35452, 35723, 35724, 35727, 35994, 35995, 35996, 35997, 35999, 36000, 36266, 36267, 36268, 36534, 36535, 36536, 36537, 36538, 36539, 36540, 36805, 36806, 36807, 36808, 36809, 37073, 37074]"
36900,"[36093, 36094, 36363, 36364, 36898, 37163, 37169]"
32937,"[32161, 32162, 32414, 32415, 32417, 32670, 32671, 32672, 32673, 32674, 32675, 32934, 32935, 32937, 32939, 32940, 33203, 33204, 33206, 33207, 33208, 33209, 33474, 33475, 33476, 33478, 33745, 33746, 33747]"
10923,"[10576, 10577, 10745, 10747, 10748, 10920, 10921, 10922, 10923, 11107, 11108, 11109, 11110, 11111, 11113, 11309, 11310, 11311, 11313, 11514, 11515, 11516]"
51809,"[50970, 50971, 50972, 51250, 51252, 51253, 51529, 51530, 51807, 51809, 51812, 52081, 52083, 52085, 52352, 52353, 52355]"
17035,"[16347, 16349, 16574, 16575, 16576, 16577, 16578, 16802, 16803, 16804, 16806, 17033, 17034, 17035, 17037, 17038, 17263, 17266, 17267, 17268, 17496, 17497, 17498, 17499, 17500, 17731, 17733]"
10747,"[10245, 10246, 10574, 10575, 10576, 10577, 10745, 10747, 10748, 10920, 10921, 10922, 10923, 11107, 11108, 11109, 11110, 11111, 11309, 11310, 11311]"
6765,"[6571, 6572, 6573, 6574, 6575, 6666, 6667, 6669, 6670, 6671, 6672, 6763, 6764, 6765, 6766, 6767, 6768, 6857, 6858, 6859, 6860, 6862, 6863, 6956, 6957, 6958, 6959, 7056, 7057, 7058]"
17500,"[16806, 17035, 17037, 17038, 17039, 17266, 17267, 17268, 17270, 17497, 17498, 17499, 17500, 17501, 17503, 17731, 17733, 17734, 17736, 17737, 17972, 17973, 17974, 17975, 18213, 18214, 18215]"
30963,"[30237, 30239, 30478, 30480, 30719, 30721, 30722, 30724, 30961, 30962, 31203, 31204, 31208, 31448, 31449, 31450, 31698]"
57625,"[57229, 57367, 57368, 57499, 57500, 57501, 57502, 57503, 57622, 57623, 57624, 57625, 57627, 57628, 57733, 57735, 57736, 57737, 57739, 57844, 57845, 57847, 57954, 57955]"
20185,"[19447, 19448, 19692, 19693, 19694, 19695, 19937, 19938, 19939, 19942, 20183, 20185, 20186, 20187, 20428, 20429, 20677, 20678, 20920, 20921, 20922]"
35719,"[34899, 34900, 34901, 35171, 35172, 35173, 35174, 35175, 35443, 35445, 35446, 35447, 35448, 35449, 35716, 35718, 35720, 35721, 35722, 35988, 35990, 35991, 35992, 35994, 36259, 36530, 36531]"
26132,"[25537, 25734, 25735, 25931, 25937, 26131, 26132, 26134, 26135, 26327, 26329, 26330, 26331, 26332, 26527, 26528, 26529, 26530, 26728]"
21396,"[20666, 20910, 20911, 20912, 20913, 21151, 21152, 21153, 21154, 21156, 21157, 21394, 21395, 21396, 21397, 21399, 21638, 21640]"
46432,"[45548, 45549, 45550, 45840, 45841, 45842, 45843, 45844, 46133, 46134, 46135, 46136, 46137, 46139, 46429, 46430, 46431, 46433, 46434, 46435, 46725, 46726, 46727, 46728, 46729, 46730, 46731, 47022, 47319]"
9692,"[9233, 9234, 9385, 9386, 9387, 9388, 9536, 9537, 9538, 9539, 9540, 9541, 9542, 9689, 9691, 9692, 9693, 9694, 9695, 9849, 9850, 9851, 9852, 9853, 10008, 10009, 10010, 10011, 10169, 10170, 10171]"
