,Ni
47160,[]
45983,[]
32577,"[31814, 31815, 32064, 32065, 32066, 32068, 32317, 32319, 32320, 32321, 32322, 32323, 32574, 32575, 32576, 32579, 32580, 32841, 32843, 32844, 32845, 33110, 33111, 33113, 33380, 33382]"
47835,"[46949, 46950, 47243, 47244, 47245, 47537, 47538, 47539, 47540, 47542, 47832, 47833, 47834, 47835, 47836, 47838, 48120, 48121, 48122, 48123, 48405, 48408, 48687, 48689]"
52302,[52832]
52303,[52832]
16927,"[16246, 16468, 16471, 16472, 16695, 16696, 16697, 16699, 16700, 16701, 16924, 16928, 16929, 16930, 17156, 17158, 17159, 17160, 17389, 17390]"
58745,"[59070, 59071]"
55360,"[54744, 54949, 55156, 55358, 55359, 55553, 55555, 55736, 55911]"
59044,"[58717, 58718, 58719, 58827, 58828, 58829, 58831, 58937, 58939, 58940, 58941, 58942, 58943, 59041, 59043, 59045, 59046, 59047, 59147, 59148, 59149, 59150, 59151, 59152, 59252, 59253, 59254, 59255, 59256, 59358, 59359, 59360]"
11226,"[10662, 10663, 10664, 10837, 10838, 10839, 11022, 11023, 11024, 11025, 11026, 11027, 11028, 11223, 11227, 11229, 11427, 11428, 11429, 11431, 11634, 11635, 11636, 11637, 11842, 11843, 11844]"
15669,"[15002, 15003, 15004, 15224, 15225, 15226, 15227, 15228, 15445, 15446, 15447, 15448, 15449, 15450, 15666, 15667, 15668, 15669, 15670, 15671, 15672, 15887, 15888, 15889, 15890, 15891, 16109, 16110, 16111, 16334, 16335, 16336]"
6335,"[6337, 6430, 6525, 6526, 6527, 6528, 6529, 6622, 6624]"
56826,[56982]
47834,"[46948, 46949, 46950, 47242, 47243, 47244, 47245, 47536, 47537, 47538, 47539, 47540, 47542, 47832, 47833, 47834, 47835, 47836, 48118, 48120, 48121, 48122, 48123, 48403, 48405, 48687]"
31397,"[30667, 30669, 30909, 30910, 30911, 30912, 31152, 31154, 31155, 31396, 31398, 31400, 31643, 31646, 31895, 32146]"
51567,"[50723, 51006, 51007, 51285, 51286, 51287, 51288, 51289, 51290, 51291, 51564, 51565, 51566, 51568, 51569, 51570, 51842, 51844, 51847, 51848, 52117, 52119, 52121, 52388, 52389]"
46633,[]
46929,[]
46337,[]
46338,[]
46041,[]
46043,[]
46634,[]
46042,[]
45749,[]
40486,"[39625, 39626, 39909, 40194, 40195, 40199, 40484, 40486, 40487, 40488, 40489, 40776, 40777, 40778, 40779, 40780, 41067, 41068, 41069, 41070, 41071, 41360, 41361, 41362]"
57431,"[57429, 57551]"
57554,"[57429, 57551]"
7501,"[7176, 7178, 7281, 7282, 7499]"
23968,"[23320, 23542, 23544, 23757, 23759, 23760, 23965, 23966, 23967]"
9820,"[9510, 9511, 9662, 9663, 9664, 9665, 9820, 9821, 9822, 9823, 9980, 9981, 9982, 10139, 10140, 10141, 10142, 10302, 10303]"
9524,"[9216, 9218, 9220, 9368, 9369, 9370, 9371, 9373, 9374, 9522, 9523, 9524, 9525, 9526, 9527, 9675, 9676, 9677, 9678, 9679, 9680, 9833, 9834, 9836, 9837, 9994, 9995]"
56701,"[56201, 56202, 56203]"
56858,[56856]
56700,"[56200, 56201, 56202, 56856]"
56860,[]
56857,"[56695, 56854, 56856]"
56859,[56856]
57006,[56856]
57009,[]
55555,"[55358, 55359, 55553, 55555, 55736, 55911]"
57551,"[57426, 57427, 57429, 57548, 57549, 57550, 57551, 57659]"
3027,"[2652, 2653, 2654, 2776, 2778, 2779, 2900, 2901, 2902, 2903, 2904, 3026, 3027, 3028, 3029, 3030, 3149, 3150, 3152, 3153, 3154, 3273, 3274, 3276, 3396, 3397]"
38789,"[37992, 37993, 37994, 38251, 38252, 38254, 38255, 38517, 38518, 38522, 39069, 39070, 39071, 39072, 39074, 39353, 39354, 39355, 39637, 39638, 39639]"
7563,"[7562, 7676, 7679, 7680, 7803, 7804, 7932]"
58743,"[58851, 59069, 59070]"
1384,[1176]
30144,"[29416, 29418, 29659, 29660, 29661, 29662, 29903, 29904, 29905, 29906, 30144, 30147, 30385, 30388, 30627]"
40735,"[40154, 40156, 40157, 40443, 40444, 40445, 40446, 40447, 40733, 40734, 40736, 41026, 41027, 41028, 41029, 41030, 41319, 41321, 41611, 41612]"
39619,"[38771, 39050, 39052, 39054, 39332, 39335, 39338, 39617, 39619, 39620, 39622, 39901, 39902, 39903, 39904, 40188, 40189, 40190, 40478, 40480]"
29904,"[29184, 29186, 29415, 29416, 29418, 29659, 29660, 29661, 29662, 29903, 29904, 29905, 29906, 30144, 30147, 30385, 30627]"
43457,"[42581, 42582, 42877, 43167, 43168, 43454, 43455, 43456, 43457, 43742, 43743, 43744, 43745, 44032, 44033, 44034, 44322]"
49481,"[48637, 48915, 49196, 49197, 49478, 49479, 49480, 49482, 49762, 50333]"
8530,[]
46657,"[45772, 46066, 46358, 46359, 46360, 46362, 46363, 46656, 46658, 46659, 46660, 46949, 46950, 46953, 46954, 46955, 47245, 47249, 47542]"
6505,[6311]
38278,[]
38545,[]
36093,"[35826, 36093, 36094, 36095, 36096, 36363, 36364]"
1385,[]
18764,"[18035, 18037, 18275, 18276, 18277, 18278, 18517, 18518, 18519, 18520, 18761, 18762, 18763, 18764, 19005, 19006, 19007, 19008, 19009, 19010, 19011, 19253, 19254, 19498, 19499, 19500]"
47511,[47214]
25867,"[25470, 26067]"
40146,"[39862, 40148, 40149, 40436]"
35567,"[34747, 34748, 35020, 35021, 35022, 35291, 35293, 35294, 35297, 35565, 35568, 35570, 35837, 35838, 35842, 36111, 36379]"
16113,"[15449, 15450, 15669, 15670, 15671, 15672, 15889, 15890, 15891, 15894, 15895, 16110, 16111, 16114, 16115, 16116, 16334, 16335, 16336, 16337, 16338, 16339, 16340, 16563, 16564, 16565, 16566, 16567, 16793, 16794, 16795]"
38786,"[37990, 38248, 38249, 38250, 38251, 38252, 38513, 38514, 38517, 38518, 38783, 38784, 39067, 39069, 39070, 39071, 39350, 39351, 39353, 39635, 39636]"
31645,"[30910, 30911, 30912, 31152, 31154, 31155, 31396, 31398, 31400, 31643, 31646, 31895, 31897, 31898, 32146, 32147, 32400, 32401]"
56104,"[56444, 56611]"
11503,"[11100, 11503, 11505, 11709, 11710, 11711, 11712, 11917, 12126, 12127]"
3274,"[2900, 2901, 2902, 3026, 3027, 3028, 3029, 3149, 3150, 3152, 3153, 3154, 3273, 3274, 3276, 3277, 3393, 3394, 3396, 3397, 3398, 3518, 3519, 3520, 3521, 3643]"
43464,[42886]
43465,"[42886, 43468]"
34497,"[33680, 33681, 33950, 33951, 33954, 34222, 34224, 34225, 34226, 34494, 34495, 34496, 34497, 34498, 34499, 34500, 34768, 34769, 34770, 34771, 34772, 34773, 35041, 35042, 35043, 35044, 35045, 35315, 35316, 35317]"
16171,"[15953, 16625, 16853]"
9213,"[8750, 8904, 8905, 8906, 9057, 9058, 9059, 9212, 9213, 9216, 9365, 9366, 9367, 9368, 9369, 9518, 9519, 9671, 9672]"
43169,"[42284, 42285, 42286, 42578, 42579, 42581, 42582, 42874, 42877, 43167, 43168, 43454, 43455, 43456, 43457, 43742, 43743, 43744, 43745, 44032, 44033, 44034]"
40568,"[39707, 39708, 39709, 39990, 40276, 40277, 40282, 40565, 40566, 40567, 40571, 40857, 40858, 40859, 40860, 40862, 41152, 41153, 41443, 41444]"
9371,"[8909, 9066, 9216, 9218, 9220, 9221, 9368, 9369, 9370, 9371, 9373, 9374, 9522, 9523, 9524, 9525, 9526, 9527, 9675, 9676, 9677, 9678, 9679, 9834, 9836]"
9648,"[9190, 9343, 9344, 9496, 9497, 10125]"
16468,"[16021, 16022, 16024, 16025, 16241, 16242, 16244, 16246, 16465, 16467, 16468, 16471, 16693, 16695, 16696, 16697, 16699, 16923, 16924, 17156]"
45773,"[45189, 45477, 45478, 45479, 45772, 46066, 46070, 46362, 46363, 46658, 46659, 46660]"
42470,"[43060, 43345, 43346]"
42765,"[43060, 43345, 43346, 43632, 43633]"
39675,"[38827, 39109, 39110, 39672, 39678, 39956]"
43744,"[42877, 43167, 43168, 43454, 43455, 43456, 43457, 43741, 43742, 43743, 43744, 43745, 44030, 44032, 44033, 44034, 44321, 44322, 44610, 44611]"
61394,"[61278, 61279, 61280, 61316, 61317, 61353, 61359, 61391, 61392]"
49842,"[49555, 49556, 49839, 49841, 49842, 50123, 50124, 50125, 50408, 50409, 50410, 50411, 50412, 50693, 50694, 50695]"
41153,"[40282, 40571, 40858, 40859, 40860, 40862, 41152, 41153, 41443, 41444, 41448, 41735]"
11423,"[10830, 10831, 11016, 11017, 11018, 11019, 11020, 11217, 11218, 11219, 11222, 11420, 11421, 11422, 11423, 11424, 11426, 11627, 11628, 11629, 11630, 11631, 11632, 11835, 11836, 11837, 11838, 12046, 12048]"
61471,"[61353, 61389, 61391, 61392, 61511, 61512, 61576]"
3150,"[2776, 2900, 2901, 2902, 3026, 3027, 3028, 3029, 3149, 3150, 3152, 3153, 3273, 3274, 3276, 3393, 3394, 3396, 3397, 3518, 3519]"
18494,[]
18738,[19474]
3151,"[2776, 2778, 2900, 2901, 2902, 2903, 3026, 3027, 3028, 3029, 3030, 3149, 3150, 3152, 3153, 3154, 3273, 3274, 3276, 3277, 3394, 3396, 3397, 3398, 3518, 3519, 3520]"
40245,"[39672, 39955, 39956, 40242, 40243, 40531, 40532, 40533, 40823, 41117]"
59991,[]
59899,[]
33161,"[32371, 32627, 32889, 32893, 32894]"
41442,"[40566, 40567, 40857, 40858, 40859, 40860, 41147, 41152, 41153, 41439, 41443, 41444, 41731, 41732, 41735, 42024]"
9443,"[8982, 9137, 9138, 9289, 9290, 9291, 9440, 9442, 9443, 9444, 9594, 9595, 9596, 9597, 9747, 9749, 9906]"
43432,"[42555, 42556, 42557, 42850, 42851, 42852, 42854, 43142, 43143, 43145, 43429, 43431, 43432, 43719]"
33104,"[32312, 32313, 32314, 32568, 32833, 32835, 32836, 32838, 33103, 33104, 33375, 33376, 33643, 33644, 33645, 33646, 33916]"
35929,"[35110, 35111, 35112, 35382, 35383, 35384, 35385, 35386, 35654, 35657, 35658, 35659, 35660, 35926, 35928, 35929, 35930, 35931, 35932, 36197, 36198, 36201, 36202, 36468, 36469, 36738, 36739, 36740]"
59729,"[59413, 59414, 59518, 59520, 59626, 59727, 59728, 59729, 59731, 59827, 59828, 59830, 59832, 59923, 59924, 59925, 59927, 60015, 60016]"
53960,"[53192, 53452, 53453, 53455, 53710, 53711, 53712, 53713, 53715, 53957, 53958, 53959, 54192, 54193, 54194, 54195, 54420, 54422, 54633, 54634, 54635]"
40734,"[40154, 40156, 40443, 40444, 40445, 40446, 40731, 40733, 40734, 40736, 41026, 41027, 41028, 41029, 41319, 41611]"
42583,"[41702, 41993, 41996, 42285, 42286, 42287, 42581, 42582, 42877]"
23967,"[23320, 23540, 23542, 23544, 23756, 23757, 23759, 23760, 23965, 23966, 23967, 24576]"
44582,"[44004, 44005, 44006, 44290, 44292, 44293, 44580, 44582, 44868, 44869, 45158]"
1313,"[1105, 1106, 1175, 1176]"
18557,"[17834, 18799, 19044, 19290, 19291]"
41017,[40436]
40521,"[41104, 41106, 41395, 41396]"
39919,"[39067, 39069, 39350, 39351, 39353, 39632, 39633, 39635, 39636, 39637, 39638, 39916, 39917, 39921, 39922, 40203, 40204, 40205, 40207, 40209, 40495, 40497, 40785, 40786, 40787]"
32929,"[32152, 32153, 32405, 32407, 32408, 32661, 32662, 32665, 32666, 32926, 33195, 33198, 33466, 33468, 33469, 33470, 33738]"
29230,"[28547, 28548, 28773, 29000, 29001, 29002, 29003, 29006, 29229, 29233, 29463, 29465, 29704, 29705, 29706, 29708, 29949, 29950]"
47261,"[46374, 46375, 46671, 46673, 46964, 46967, 46969, 47258, 47260, 47263, 47264, 47555, 47556, 47852]"
51841,"[51004, 51282, 51283, 51284, 51285, 51286, 51561, 51562, 51564, 51565, 51566, 51838, 51839, 51840, 51841, 51842, 51844, 52112, 52113, 52116, 52117, 52383, 52384, 52385, 52386, 52387, 52650, 52651, 52652]"
15950,[15953]
8985,"[8982, 9137, 9138]"
22226,"[21986, 22223, 22224, 22225, 22226, 22470, 22709, 22944, 22945]"
58404,"[58188, 58189, 58297, 58298, 58401, 58403, 58405, 58407, 58510, 58513, 58515, 58623, 58624, 58625, 58732, 58733]"
37184,"[36381, 36649, 36651, 36652, 36653, 36917, 36920, 36921, 37181, 37446, 37448, 37452, 37709, 37710]"
43467,"[42886, 43183, 43468, 43469, 43470, 43757, 43758, 44333]"
28779,"[28321, 28548, 28552, 28554, 28778, 28779, 28780, 28782, 29006, 29233, 29235, 29465, 29466, 29467]"
46954,"[46066, 46362, 46363, 46656, 46658, 46659, 46660, 46953, 46954, 46955, 46956, 47249, 47250, 47251, 47252, 47542, 47544, 47546, 47838, 47839, 47840]"
41680,"[41095, 41385, 41677, 41969]"
41388,"[40512, 41093, 41095, 41385, 41677]"
41096,"[40512, 41093, 41095, 41385]"
11726,"[11116, 11314, 11315, 11317, 11318, 11517, 11518, 11520, 11723, 11726, 11727, 11728, 11729, 11931, 11933, 11935, 12142, 12144, 12145, 12146, 12362, 12363]"
2058,[]
1976,[]
2057,[]
2056,[]
40823,"[39955, 39956, 40242, 40243, 40531, 40532, 40533, 40820, 40821, 40822, 40823, 41112, 41113, 41114, 41115, 41117, 41406, 41408, 41409, 41698, 41699]"
46930,[]
34485,"[33670, 33938, 33939, 34482, 34483, 34484, 34488, 34757, 34758, 34759, 34760, 34761, 35030, 35031, 35032, 35033, 35303, 35304, 35305]"
36607,[36069]
37731,"[36939, 36940, 37467, 37468, 37469, 37470, 37471, 37472, 37473, 37728, 37729, 37731, 37733, 37990, 37992, 37993, 37994, 37995, 38250, 38251, 38252, 38254, 38517, 38518]"
38515,"[37727, 37728, 37729, 37987, 37988, 37990, 38246, 38247, 38248, 38249, 38250, 38251, 38252, 38512, 38513, 38514, 38517, 38518, 38782, 38783, 38784, 39067, 39069, 39350, 39351]"
17594,"[16902, 17131, 17132, 17362, 17363, 17592, 17593, 17594, 17825, 17827, 17828, 17830, 18065, 18066, 18068, 18069, 18307, 18308, 18309]"
58182,"[57963, 57965, 58071, 58072, 58074, 58075, 58076, 58077, 58180, 58181, 58182, 58184, 58185, 58286, 58287, 58288, 58289, 58290, 58291, 58396, 58397, 58398, 58400, 58506]"
55550,"[54947, 54948, 55152, 55153, 55156, 55354, 55356, 55358, 55359, 55550, 55553, 55730, 55734, 55736, 55906, 55909, 56081]"
2482,[2480]
56942,[57229]
59622,"[59307, 59308, 59413, 59414, 59518, 59520, 59727, 59728, 59729, 59731, 59827, 59828, 59830, 59923, 59924, 59925]"
17362,"[16902, 16903, 17131, 17132, 17362, 17363, 17592, 17593, 17594, 17827, 17828, 17830, 18066, 18068]"
37683,"[37157, 37684, 37943, 37944, 37945, 37946, 38202, 38204, 38205, 38470]"
10972,"[11170, 11171, 11176, 11375, 11377, 11378, 11379, 11582]"
17826,"[17362, 17589, 17592, 17593, 17594, 17823, 17825, 17827, 17828, 18062, 18063, 18064, 18065, 18066, 18068, 18304, 18305, 18306, 18307, 18308, 18547, 18548, 18549]"
56538,"[56030, 56201, 56202, 56203]"
6300,"[6107, 6201, 6204, 6205, 6206, 6297, 6298, 6300, 6303, 6393, 6395, 6396, 6397, 6398, 6492, 6493, 6494, 6587, 6588]"
24118,"[23488, 23489, 23490, 23704, 23705, 23706, 23707, 23708, 23911, 23912, 23913, 23914, 23917, 24115, 24116, 24319, 24320, 24522, 24524, 24526, 24725, 24726]"
37423,"[36624, 36625, 37157, 37161, 37684, 37943, 37944, 37945, 37946, 38204, 38205]"
37424,"[36625, 37157, 37161, 37684, 37944, 37945, 37946, 38205]"
9221,"[8913, 8914, 9066, 9067, 9068, 9069, 9070, 9218, 9220, 9221, 9222, 9223, 9224, 9371, 9373, 9374, 9375, 9376, 9377, 9525, 9526, 9527, 9528, 9679, 9680, 9681]"
10793,"[10449, 10621, 10796, 10982, 11183, 11384, 11385, 11386]"
2434,[]
46316,"[45432, 45434, 45724, 45725, 45726, 45728, 46018, 46020, 46021, 46022, 46316, 46615, 46908]"
4893,"[4655, 4657, 4773, 4892, 4999]"
51196,"[50630, 50631, 50633, 50912, 50913, 50914, 51193, 51473, 51475, 51751, 51752, 51753]"
37734,"[36942, 37208, 37209, 37210, 37470, 37471, 37472, 37473, 37475, 37476, 37731, 37733, 37737, 37992, 37993, 37994, 37995, 37996, 37997, 38254, 38255, 38256, 38257, 38522]"
19474,"[19474, 19720, 19721, 19722, 19723, 19724, 19966, 19967, 19969, 20212, 20213]"
46082,"[45205, 45206, 45493, 45494, 45495, 45497, 45785, 45786, 45789, 45791, 46081, 46082, 46084, 46375, 46377, 46380, 46381, 46673, 46674, 46675, 46969, 46970]"
41116,"[40243, 40531, 40532, 40533, 40821, 40822, 40823, 41113, 41114, 41115, 41117, 41406, 41408, 41409, 41410, 41411, 41698, 41699, 41701, 41702, 41991, 41992, 41993]"
6493,"[6204, 6205, 6300, 6303, 6395, 6396, 6397, 6398, 6492, 6493, 6494, 6587, 6588, 6684, 6685, 6686, 6687, 6782]"
2546,"[2788, 2913]"
38736,"[38202, 38463, 38464, 38468, 38733, 38734, 38736, 38738, 38739, 39019, 39021, 39299]"
8755,"[8600, 8605, 8909, 8913, 9066, 9067, 9218, 9220]"
8830,"[8382, 8982, 9138]"
1901,[]
34830,"[34013, 34285, 34554, 34559, 34560, 34827, 34828, 34831, 34832, 34833, 35101, 35102, 35103, 35106, 35374, 35648, 35649, 35650]"
10553,"[10061, 10063, 10220, 10221, 10222, 10223, 10224, 10383, 10384, 10385, 10386, 10551, 10552, 10553, 10720, 10721, 10896]"
14231,"[13546, 13547, 13548, 13773, 13775, 13777, 14000, 14002, 14004, 14006, 14228, 14229, 14230, 14231, 14232, 14234, 14461, 14687, 14688, 14689, 14691, 14914, 14916]"
37157,"[36353, 36354, 36622, 36623, 36624, 36625, 37157, 37684, 37943, 37944, 37945]"
37158,"[36354, 36623, 36624, 36625, 37157, 37161, 37684, 37944, 37945, 37946]"
38306,"[37523, 37783, 37784, 37785, 37786, 37787, 38043, 38044, 38045, 38046, 38047, 38049, 38304, 38305, 38306, 38307, 38308, 38309, 38569, 38570, 38571, 38572, 38573, 38574, 38575, 38841, 38842, 38843, 38844, 39123]"
57857,"[57963, 57965, 58074, 58075, 58076, 58077, 58182, 58184]"
10632,"[10131, 10460, 10461, 10629, 10630, 10631, 10632, 10633, 10634, 10635, 10804, 10805, 10806, 10807, 10808, 10809, 10810, 10992, 10993, 10995, 10996, 11194, 11195, 11196]"
54647,"[53972, 53973, 54206, 54644, 54646, 55061, 55064, 55266, 55267]"
55988,"[55810, 55986]"
47226,"[46934, 47817]"
12058,"[11435, 11639, 11641, 11642, 11844, 11845, 11848, 11850, 12056, 12057, 12058, 12059, 12275, 12276, 12277, 12278, 12279, 12497, 12498, 12499, 12500, 12501, 12723, 12724, 12725]"
50409,"[49556, 49839, 49841, 49842, 50122, 50123, 50124, 50125, 50406, 50407, 50408, 50409, 50410, 50411, 50412, 50690, 50691, 50693, 50694, 50695, 50696, 50974, 50975, 50976, 50977, 51256, 51257, 51258]"
46362,"[45478, 45479, 45772, 46066, 46359, 46360, 46362, 46363, 46656, 46658, 46659, 46660, 46953, 46954, 46955, 47249]"
20478,"[19741, 19742, 19986, 19989, 19990, 20230, 20233, 20234, 20235, 20478, 20479, 20480, 20722, 20723, 20724, 20725, 20727, 20967, 20968, 20969, 20970, 20971, 21212, 21213]"
14922,"[14237, 14239, 14466, 14467, 14469, 14693, 14695, 14696, 14697, 14699, 14919, 14920, 14921, 14923, 14924, 15144, 15145, 15147, 15148, 15150, 15369, 15372, 15592]"
7079,[7178]
6980,"[6690, 6785]"
16928,"[16246, 16248, 16471, 16472, 16696, 16697, 16699, 16700, 16701, 16702, 16928, 16929, 16930, 16931, 17156, 17158, 17159, 17160, 17161, 17389, 17390]"
4148,"[3781, 3782, 3903, 3904, 3905, 3906, 3907, 4024, 4025, 4026, 4027, 4029, 4145, 4146, 4148, 4149, 4265, 4266, 4267, 4268, 4269, 4385, 4504, 4505, 4506]"
38780,"[37983, 37984, 38245, 38246, 38509, 38510, 38511, 38512, 38513, 38777, 38779, 38780, 38781, 38782, 38783, 39059, 39060, 39061, 39062, 39063, 39345, 39347]"
36120,"[35304, 35305, 35306, 35577, 35578, 35579, 35580, 35847, 35848, 35849, 35851, 35853, 36117, 36120, 36121, 36122, 36123, 36388, 36390, 36391, 36392, 36393, 36658, 36659, 36660, 36661, 36662, 36927, 36928]"
4999,"[4655, 4773, 4888, 4892, 4999]"
43232,"[42348, 42641, 42642, 42643, 42937, 42938, 42939, 42940, 42941, 42942, 43232, 43233, 43235, 43518, 43519, 43520, 43521, 43522, 43809]"
10371,"[9887, 9888, 10047, 10048, 10049, 10050, 10205, 10206, 10207, 10208, 10209, 10368, 10369, 10370, 10371, 10372, 10373, 10374, 10536, 10537, 10541, 10542, 10707, 10711, 10884, 10885]"
51475,"[50631, 50633, 50913, 50914, 51193, 51473, 51475, 51750, 51751, 51752, 51753, 52296, 52298]"
9283,"[9286, 9438, 9589, 9591]"
11636,"[11024, 11025, 11026, 11227, 11427, 11428, 11429, 11431, 11633, 11634, 11635, 11636, 11637, 11639, 11841, 11842, 11843, 11844, 11845, 12052, 12053, 12054, 12056, 12271, 12272]"
23966,"[23318, 23320, 23540, 23542, 23756, 23757, 23759, 23760, 23965, 23966, 23967, 24371, 24576]"
48998,"[48152, 48433, 48434, 48436, 48437, 48714, 48715, 48716, 48718, 48719, 48720, 48997, 49279]"
8162,"[8029, 8160, 8301, 8305, 8445, 8449, 8596]"
51564,"[50720, 50721, 50722, 51004, 51006, 51282, 51283, 51284, 51285, 51286, 51287, 51288, 51561, 51562, 51564, 51565, 51566, 51839, 51840, 51841, 51842, 51844, 52116, 52117, 52385, 52386, 52387]"
33454,"[32649, 32650, 32651, 32913, 32914, 32915, 32916, 33181, 33182, 33183, 33185, 33186, 33187, 33451, 33452, 33453, 33454, 33455, 33457, 33721, 33722, 33723, 33724, 33726, 33727, 33994, 33995]"
39332,"[38496, 38497, 38765, 38766, 38767, 39048, 39049, 39050, 39052, 39329, 39332, 39335, 39613, 39617, 39619, 39898, 39901, 39902, 40187, 40188]"
59730,"[59413, 59414, 59518, 59520, 59626, 59627, 59727, 59728, 59729, 59731, 59733, 59827, 59828, 59830, 59832, 59833, 59924, 59925, 59927, 59928, 60015, 60016, 60017]"
37225,"[36956, 36957, 37488]"
43178,"[42886, 43468]"
39068,"[38249, 38250, 38251, 38514, 38517, 38518, 38783, 38784, 39067, 39069, 39070, 39071, 39348, 39350, 39351, 39353, 39354, 39633, 39635, 39636, 39637]"
58192,"[58189, 58297, 58298, 58407, 58408, 58518]"
58084,"[58189, 58297, 58298, 58407, 58408]"
51565,"[50721, 50722, 50723, 51004, 51006, 51007, 51283, 51284, 51285, 51286, 51287, 51288, 51289, 51562, 51564, 51565, 51566, 51568, 51840, 51841, 51842, 51844, 52116, 52117, 52119, 52386, 52387, 52388]"
44492,"[43626, 43915, 44494, 44783]"
44203,"[43626, 43627, 43915, 43917, 44494, 44783]"
45070,"[44494, 44783]"
44781,"[43915, 44494, 44783]"
7382,"[7068, 7168, 7169, 7171, 7271, 7276, 7277, 7379, 7380, 7382, 7383, 7384, 7490, 7492, 7493, 7495, 7496, 7605, 7606, 7608, 7722, 7723]"
41735,"[40858, 40859, 40860, 41152, 41153, 41443, 41444, 41732, 41735, 42024, 42614]"
15509,"[15289, 15290, 15512, 15953]"
39341,"[38505, 38506, 38775, 38777, 39056, 39057, 39058, 39059, 39060, 39061, 39338, 39339, 39340, 39341, 39342, 39622, 39623, 39624, 39625, 39626, 39907, 39909, 40195]"
9291,"[8982, 9137, 9138, 9289, 9290, 9291, 9442, 9443, 9444, 9595, 9596, 9597, 9749]"
32915,"[32140, 32391, 32392, 32393, 32394, 32648, 32649, 32650, 32651, 32653, 32913, 32914, 32915, 32916, 32918, 33181, 33182, 33183, 33185, 33186, 33187, 33452, 33453, 33454, 33455, 33723, 33724]"
9058,"[8595, 8596, 8750, 8900, 8904, 8905, 8906, 9055, 9057, 9058, 9059, 9212, 9213, 9365, 9366, 9367, 9518, 9519]"
47787,"[46902, 47199, 47786, 48641]"
53964,"[53457, 53458, 53713, 53715, 53716, 53719, 54199, 54201, 54422, 54424, 54638]"
41308,"[41598, 42185, 42186]"
14925,"[14240, 14241, 14242, 14469, 14470, 14471, 14472, 14696, 14697, 14699, 14701, 14923, 14924, 14927, 15147, 15148, 15150, 15151, 15152, 15153, 15372, 15373, 15374, 15375, 15595, 15596]"
11429,"[10837, 10838, 11022, 11023, 11024, 11025, 11026, 11222, 11223, 11227, 11426, 11427, 11428, 11429, 11431, 11632, 11633, 11634, 11635, 11636, 11637, 11841, 11842, 11843, 11844, 12052, 12053, 12054]"
11023,"[10490, 10492, 10661, 10662, 10663, 10833, 10835, 10837, 10838, 10839, 11020, 11022, 11023, 11024, 11025, 11026, 11222, 11223, 11227, 11426, 11427, 11428, 11429, 11633, 11634, 11635]"
22141,"[22142, 22143, 22144, 22383, 22384, 22385, 22623, 22858, 22860]"
22140,"[22142, 22143, 22383, 22384, 22623, 22858]"
52010,"[51456, 52282, 52811]"
7451,"[7343, 7562, 7567, 7568, 7679, 7680]"
9274,"[8809, 8963, 8964, 9117, 9118, 9119, 9271, 9273, 9274, 9276, 9424, 9425, 9427, 9428, 9430, 9580, 9582, 9732, 9733, 9734]"
51750,"[50912, 50913, 51192, 51193, 51469, 51473, 51475, 51747, 51748, 51749, 51750, 51751, 51752, 51753, 52021, 52022, 52296]"
37699,"[36906, 36907, 36908, 37171, 37173, 37174, 37437, 37439, 37440, 37696, 37697, 37698, 37699, 37700, 37957, 37958, 37959, 37962, 38219, 38220, 38221, 38222, 38485, 38486, 38487]"
27136,"[26525, 26526, 26527, 26723, 26724, 26725, 26726, 26928, 26931, 26932, 26933, 27135, 27136, 27137, 27138, 27341, 27342, 27343, 27345, 27558, 27560, 27562, 27782, 27783]"
13445,"[12758, 12759, 12760, 12983, 12984, 12985, 12986, 12987, 13212, 13216, 13217, 13442, 13444, 13670, 13899]"
38250,"[37467, 37468, 37469, 37727, 37728, 37729, 37731, 37987, 37988, 37990, 37992, 37993, 38247, 38248, 38249, 38250, 38251, 38252, 38513, 38514, 38517, 38518, 38784, 39067, 39069]"
54340,[]
41539,"[40663, 40664, 40665, 40953, 40956, 40957, 41244, 41245, 41246, 41249, 41536, 41537, 41538, 41539, 41540, 41542, 41828, 41829, 41830, 41834, 42122, 42416, 42417]"
16245,"[15582, 15583, 15804, 16021, 16022, 16024, 16025, 16026, 16242, 16244, 16246, 16248, 16467, 16468, 16471, 16472, 16695, 16696, 16697, 16699]"
31870,"[31128, 31129, 31373, 31620, 31623, 31867, 31869, 31870, 32120, 32121, 32377]"
31871,"[31128, 31129, 31130, 31373, 31620, 31623, 31624, 31869, 31870, 32120, 32121, 32377]"
38543,[]
38514,"[37726, 37727, 37728, 37987, 37988, 37990, 38245, 38246, 38247, 38248, 38249, 38250, 38251, 38511, 38512, 38513, 38514, 38517, 38781, 38782, 38783, 38784, 39067, 39348, 39350]"
53715,"[53194, 53455, 53457, 53458, 53712, 53713, 53715, 53716, 54199, 54422, 54424]"
46081,"[45205, 45493, 45494, 45495, 45785, 45786, 45789, 46081, 46082, 46084, 46374, 46375, 46377, 46380, 46671, 46673, 46674, 46675, 46967, 46969]"
4132,"[3765, 3766, 3887, 3888, 3889, 3890, 3891, 4008, 4010, 4011, 4013, 4014, 4129, 4130, 4131, 4133, 4134, 4135, 4249, 4250, 4251, 4253, 4254, 4255, 4370, 4371, 4372, 4373, 4488, 4489, 4490]"
