,Ni
34379,"[33565, 33566, 33567, 33835, 33836, 33837, 33838, 34105, 34106, 34107, 34110, 34378, 34379, 34380, 34381, 34382, 34651, 34652, 34653, 34654, 34655, 34923, 34924, 34926, 34927, 35197, 35198]"
34380,"[33566, 33567, 33568, 33835, 33836, 33837, 33838, 33839, 34105, 34106, 34107, 34110, 34378, 34379, 34380, 34381, 34382, 34383, 34651, 34652, 34653, 34654, 34655, 34656, 34924, 34926, 34927, 35198, 35200]"
34381,"[33567, 33568, 33569, 33836, 33837, 33838, 33839, 33840, 34106, 34107, 34110, 34378, 34379, 34380, 34381, 34382, 34383, 34384, 34651, 34652, 34653, 34654, 34655, 34656, 34926, 34927, 35200]"
34382,"[33568, 33569, 33837, 33838, 33839, 33840, 33841, 34107, 34110, 34379, 34380, 34381, 34382, 34383, 34384, 34652, 34653, 34654, 34655, 34656, 34658, 34926, 34927, 35200]"
34383,"[33569, 33571, 33838, 33839, 33840, 33841, 33842, 34110, 34114, 34380, 34381, 34382, 34383, 34384, 34386, 34653, 34654, 34655, 34656, 34658, 34927]"
34384,"[33571, 33572, 33839, 33840, 33841, 33842, 33843, 34110, 34114, 34381, 34382, 34383, 34384, 34386, 34654, 34655, 34656, 34658]"
34385,"[33571, 33572, 33840, 33841, 33842, 33843, 34110, 34114, 34382, 34383, 34384, 34386, 34655, 34656, 34658]"
34386,"[33572, 33841, 33842, 33843, 34114, 34383, 34384, 34386, 34656, 34658]"
34387,"[33842, 33843, 34114, 34384, 34386, 34658]"
34388,"[33843, 34114, 34386, 34658]"
34432,"[33617, 33887, 33888, 34158, 34159, 34705, 34978, 34979, 34980, 35251]"
34433,"[33617, 33887, 33888, 34158, 34159, 34163, 34436, 34705, 34978, 34979, 34980, 34981, 35251, 35253]"
34646,"[33829, 33830, 33831, 34101, 34102, 34103, 34370, 34372, 34643, 34644, 34916, 34917, 34918, 35190, 35192, 35464, 35465]"
34647,"[33830, 33831, 34101, 34102, 34103, 34372, 34644, 34917, 34918, 34923, 35192, 35465]"
34648,"[33831, 33833, 34101, 34102, 34103, 34105, 34372, 34378, 34651, 34918, 34923, 34924, 35192]"
34649,"[33833, 34102, 34103, 34105, 34106, 34378, 34379, 34651, 34652, 34923, 34924, 35197]"
34650,"[33833, 33835, 34103, 34105, 34106, 34107, 34378, 34379, 34380, 34651, 34652, 34653, 34923, 34924, 34926, 35197, 35198, 35470]"
34651,"[33835, 33836, 34105, 34106, 34107, 34378, 34379, 34380, 34381, 34651, 34652, 34653, 34654, 34923, 34924, 34926, 34927, 35197, 35198, 35470]"
34652,"[33835, 33836, 33837, 34105, 34106, 34107, 34378, 34379, 34380, 34381, 34382, 34651, 34652, 34653, 34654, 34655, 34923, 34924, 34926, 34927, 35197, 35198, 35200, 35470]"
34653,"[33836, 33837, 33838, 34106, 34107, 34110, 34378, 34379, 34380, 34381, 34382, 34383, 34651, 34652, 34653, 34654, 34655, 34656, 34923, 34924, 34926, 34927, 35197, 35198, 35200]"
34654,"[33837, 33838, 33839, 34107, 34110, 34378, 34379, 34380, 34381, 34382, 34383, 34384, 34651, 34652, 34653, 34654, 34655, 34656, 34924, 34926, 34927, 35198, 35200]"
34655,"[33838, 33839, 33840, 34110, 34379, 34380, 34381, 34382, 34383, 34384, 34652, 34653, 34654, 34655, 34656, 34658, 34926, 34927, 35200]"
34656,"[33839, 33840, 33841, 34110, 34380, 34381, 34382, 34383, 34384, 34386, 34653, 34654, 34655, 34656, 34658, 34926, 34927, 35200]"
34657,"[33840, 33841, 33842, 34110, 34114, 34381, 34382, 34383, 34384, 34386, 34654, 34655, 34656, 34658, 34927]"
34658,"[33841, 33842, 33843, 34114, 34382, 34383, 34384, 34386, 34655, 34656, 34658]"
34659,"[33842, 33843, 34114, 34383, 34384, 34386, 34656, 34658]"
34660,"[33843, 34114, 34384, 34386, 34658]"
34706,"[33887, 33888, 34158, 34159, 34436, 34705, 34978, 34979, 34980, 34981, 35251, 35253, 35254]"
34817,"[33998, 33999, 34000, 34269, 34270, 34271, 34272, 34542, 34543, 34544, 34545, 34819, 34820, 35087, 35088, 35089, 35092, 35093, 35362, 35363, 35365]"
35072,"[34253, 34254, 34525, 34526, 34527, 34798, 35072, 35346, 35347, 35348]"
35073,"[34253, 34254, 34255, 34525, 34526, 34527, 34529, 34798, 35072, 35346, 35347, 35348, 35349, 35621, 35892]"
35142,"[34322, 34323, 34594, 34595, 34596, 34597, 34598, 34866, 34868, 34869, 35139, 35140, 35412, 35414, 35417, 35686, 35959, 35960, 35961]"
35192,"[34372, 34644, 34916, 34917, 34918, 35189, 35190, 35192, 35463, 35464, 35465, 35738, 35739, 36009, 36010, 36011]"
35193,"[34917, 34918, 34923, 35190, 35192, 35463, 35464, 35465, 35738, 35739, 36010, 36011, 36012]"
35344,"[34525, 34526, 34798, 35072, 35346, 35347]"
35345,"[34525, 34526, 34527, 34798, 35072, 35346, 35347, 35348, 35621, 35892]"
35346,"[34526, 34527, 34798, 35072, 35346, 35347, 35348, 35349, 35621, 35892]"
35347,"[34527, 34529, 35072, 35346, 35347, 35348, 35349, 35350, 35621, 35892]"
35464,"[34644, 34916, 34917, 34918, 35188, 35189, 35190, 35192, 35463, 35464, 35465, 35734, 35735, 35738, 35739, 36008, 36009, 36010, 36011, 36278, 36280]"
35465,"[34917, 34918, 35189, 35190, 35192, 35463, 35464, 35465, 35735, 35738, 35739, 36008, 36009, 36010, 36011, 36012, 36280, 36281]"
35466,"[34918, 35190, 35192, 35463, 35464, 35465, 35738, 35739, 36009, 36010, 36011, 36012, 36013, 36280, 36281, 36282]"
35478,"[34658, 35749, 36022, 36023, 36292]"
35479,"[35749, 36022, 36023]"
35480,[36023]
35481,[]
35524,"[34705, 34978, 34979, 34980, 35251, 35253, 35254, 35799]"
35525,"[34705, 34978, 34979, 34980, 34981, 35251, 35253, 35254, 35799, 36069]"
35526,"[34978, 34979, 34980, 34981, 35251, 35253, 35254, 35799, 36069, 36070]"
35617,"[34798, 35072, 35346, 35347, 35892]"
35618,"[34798, 35072, 35346, 35347, 35348, 35621, 35892]"
35619,"[35072, 35346, 35347, 35348, 35349, 35621, 35892]"
35620,"[35072, 35346, 35347, 35348, 35349, 35350, 35621, 35892]"
35621,"[35346, 35347, 35348, 35349, 35350, 35351, 35621, 35624, 35892, 35896, 36434]"
35737,"[34917, 34918, 35189, 35190, 35192, 35463, 35464, 35465, 35734, 35735, 35738, 35739, 36006, 36008, 36009, 36010, 36011, 36012, 36277, 36278, 36280, 36281, 36548, 36549]"
35738,"[34918, 35190, 35192, 35463, 35464, 35465, 35735, 35738, 35739, 36008, 36009, 36010, 36011, 36012, 36013, 36278, 36280, 36281, 36282, 36549, 36551]"
35739,"[35192, 35463, 35464, 35465, 35738, 35739, 36008, 36009, 36010, 36011, 36012, 36013, 36014, 36280, 36281, 36282, 36551, 36552]"
35750,"[35747, 35749, 36020, 36022, 36023, 36291, 36292, 36561, 36562, 36563]"
35751,"[35749, 36020, 36022, 36023, 36291, 36292, 36562, 36563]"
35752,"[35749, 36022, 36023, 36292, 36563]"
35753,"[36022, 36023]"
35754,[36023]
35796,"[34978, 34979, 35251, 35253, 35799, 36069]"
35797,"[34978, 34979, 34980, 35251, 35253, 35254, 35799, 36069, 36070]"
35798,"[34979, 34980, 34981, 35251, 35253, 35254, 35799, 36069, 36070]"
35890,"[35072, 35346, 35347, 35621, 35892]"
35891,"[35072, 35346, 35347, 35348, 35621, 35892]"
35892,"[35346, 35347, 35348, 35349, 35621, 35892, 36434]"
35893,"[35346, 35347, 35348, 35349, 35350, 35621, 35624, 35892, 35896, 36434, 36435]"
35894,"[35347, 35348, 35349, 35350, 35351, 35621, 35624, 35625, 35892, 35896, 35897, 36167, 36434, 36435, 36436]"
35925,"[35106, 35107, 35380, 35381, 35382, 35650, 35654, 35926, 35928, 36193, 36194, 36195, 36197, 36198, 36464, 36465, 36466]"
36009,"[35190, 35192, 35463, 35464, 35465, 35734, 35735, 35738, 35739, 36006, 36008, 36009, 36010, 36011, 36012, 36276, 36277, 36278, 36280, 36281, 36282, 36547, 36548, 36549, 36551, 36818, 36819, 36820]"
36010,"[35192, 35463, 35464, 35465, 35735, 35738, 35739, 36008, 36009, 36010, 36011, 36012, 36013, 36277, 36278, 36280, 36281, 36282, 36548, 36549, 36551, 36552, 36819, 36820, 36821]"
36011,"[35192, 35464, 35465, 35738, 35739, 36008, 36009, 36010, 36011, 36012, 36013, 36014, 36278, 36280, 36281, 36282, 36284, 36549, 36551, 36552, 36553, 36820, 36821]"
36021,"[35747, 35749, 36020, 36022, 36023, 36289, 36291, 36292, 36561, 36562, 36563, 36830]"
36022,"[35747, 35749, 36020, 36022, 36023, 36289, 36291, 36292, 36561, 36562, 36563]"
36023,"[35749, 36020, 36022, 36023, 36291, 36292, 36561, 36562, 36563]"
36024,"[35749, 36022, 36023, 36291, 36292, 36562, 36563]"
36025,"[36022, 36023, 36292, 36563]"
36026,[36023]
36067,"[35251, 35253, 35799, 36069, 36070]"
36068,"[35253, 35254, 35799, 36069, 36070]"
36069,"[35253, 35254, 35799, 36069, 36070]"
36162,"[35346, 35347, 35348, 35621, 35892, 36434, 36435]"
36163,"[35347, 35348, 35349, 35621, 35892, 35896, 36434, 36435, 36436]"
36164,"[35348, 35349, 35350, 35621, 35624, 35892, 35896, 35897, 36167, 36434, 36435, 36436, 36437]"
36165,"[35349, 35350, 35351, 35621, 35624, 35625, 35892, 35896, 35897, 35898, 36167, 36168, 36434, 36435, 36436, 36437, 36438, 36707]"
36202,"[35386, 35387, 35388, 35658, 35659, 35660, 35661, 35662, 35929, 35930, 35931, 35932, 35933, 35934, 35935, 36201, 36202, 36203, 36204, 36205, 36469, 36473, 36740, 36741, 36742, 36743, 36744, 37008]"
36203,"[35387, 35388, 35389, 35659, 35660, 35661, 35662, 35663, 35930, 35931, 35932, 35933, 35934, 35935, 36201, 36202, 36203, 36204, 36205, 36206, 36473, 36741, 36742, 36743, 36744]"
36290,"[35747, 35749, 36020, 36022, 36023, 36287, 36289, 36291, 36292, 36557, 36558, 36561, 36562, 36563, 36830, 37097]"
36291,"[35747, 35749, 36020, 36022, 36023, 36289, 36291, 36292, 36558, 36561, 36562, 36563, 36830, 37097]"
36292,"[35749, 36020, 36022, 36023, 36289, 36291, 36292, 36561, 36562, 36563, 36830]"
36293,"[35749, 36020, 36022, 36023, 36291, 36292, 36561, 36562, 36563, 37101]"
36294,"[36022, 36023, 36291, 36292, 36561, 36562, 36563, 37101, 37102]"
36295,"[36022, 36023, 36292, 36562, 36563, 37101, 37102, 37103]"
36296,"[36023, 36563, 37102, 37103]"
36337,"[35799, 36069, 36070]"
36338,"[35799, 36069, 36070]"
36339,"[35799, 36069, 36070, 36612]"
36340,"[35799, 36069, 36070, 36073, 36343, 36612]"
36341,"[35799, 36069, 36070, 36073, 36074, 36343, 36612]"
36432,"[35621, 35892, 36434, 36435]"
36433,"[35621, 35892, 36434, 36435, 36436]"
36434,"[35621, 35892, 35896, 36167, 36434, 36435, 36436, 36437, 36707]"
36435,"[35624, 35896, 35897, 36167, 36168, 36434, 36435, 36436, 36437, 36438, 36707, 36708, 36974]"
36472,"[35659, 35660, 35661, 35930, 35931, 35932, 35933, 35934, 36201, 36202, 36203, 36204, 36205, 36469, 36473, 36739, 36740, 36741, 36742, 36743, 36744, 37008]"
36473,"[35660, 35661, 35662, 35931, 35932, 35933, 35934, 35935, 36201, 36202, 36203, 36204, 36205, 36206, 36473, 36740, 36741, 36742, 36743, 36744, 37008, 37012]"
36494,"[35681, 35682, 35683, 35952, 35953, 35954, 36223, 36224, 36227, 36496, 36497, 36761, 36762, 37296, 37297]"
36548,"[35735, 36006, 36008, 36009, 36010, 36275, 36276, 36277, 36278, 36280, 36281, 36545, 36546, 36547, 36548, 36549, 36551, 36815, 36816, 36817, 36818, 36819, 36820, 36821, 37083, 37085, 37087, 37350, 37351, 37352]"
36549,"[35738, 36008, 36009, 36010, 36011, 36276, 36277, 36278, 36280, 36281, 36282, 36546, 36547, 36548, 36549, 36551, 36552, 36816, 36817, 36818, 36819, 36820, 36821, 37085, 37087, 37088, 37351, 37352]"
36559,"[35747, 36020, 36287, 36289, 36291, 36292, 36557, 36558, 36561, 36562, 36830, 37097, 37361, 37362, 37363]"
36560,"[35747, 35749, 36020, 36022, 36287, 36289, 36291, 36292, 36557, 36558, 36561, 36562, 36563, 36830, 37097, 37362, 37363, 37364]"
36561,"[35749, 36020, 36022, 36023, 36289, 36291, 36292, 36558, 36561, 36562, 36563, 36830, 37097, 37363, 37364]"
36562,"[35749, 36020, 36022, 36023, 36289, 36291, 36292, 36561, 36562, 36563, 36830, 37097, 37101, 37364]"
36563,"[36022, 36023, 36291, 36292, 36561, 36562, 36563, 36830, 37101, 37102]"
36564,"[36022, 36023, 36291, 36292, 36561, 36562, 36563, 37101, 37102, 37103, 37368]"
36565,"[36023, 36292, 36562, 36563, 37101, 37102, 37103, 37368, 37369]"
36607,[36069]
36608,"[35799, 36069, 36070]"
36609,"[35799, 36069, 36070, 36612]"
36610,"[35799, 36069, 36070, 36343, 36612]"
36611,"[36069, 36070, 36073, 36343, 36612]"
36617,"[36076, 36079, 36345, 36349, 36350, 36619, 37415, 37416]"
36618,"[36076, 36079, 36345, 36349, 36350, 36351, 36619, 37415, 37416]"
36619,"[35810, 36079, 36349, 36350, 36351, 36619, 36622, 37416]"
36702,"[35892, 36434, 36435]"
36703,"[35892, 36434, 36435, 36436]"
36704,"[36434, 36435, 36436, 36437, 36707, 36974]"
36705,"[35896, 36167, 36434, 36435, 36436, 36437, 36438, 36707, 36708, 36974]"
36706,"[35896, 35897, 36167, 36168, 36434, 36435, 36436, 36437, 36438, 36439, 36707, 36708, 36709, 36974, 37241, 37505]"
36722,"[35913, 36180, 36182, 36184, 36450, 36452, 36453, 36454, 36723, 36724, 36725, 36987, 36988, 36989, 36990, 36991, 36992, 37254, 37255, 37256, 37257, 37519, 37520, 37521]"
36743,"[35932, 35933, 35934, 36201, 36202, 36203, 36204, 36205, 36473, 36740, 36741, 36742, 36743, 36744, 37008, 37012, 37542]"
36818,"[36008, 36009, 36276, 36277, 36278, 36280, 36545, 36546, 36547, 36548, 36549, 36551, 36815, 36816, 36817, 36818, 36819, 36820, 36821, 37082, 37083, 37085, 37087, 37088, 37350, 37351, 37352, 37616]"
36819,"[36008, 36009, 36010, 36277, 36278, 36280, 36281, 36546, 36547, 36548, 36549, 36551, 36552, 36816, 36817, 36818, 36819, 36820, 36821, 37083, 37085, 37087, 37088, 37089, 37350, 37351, 37352, 37616, 37618]"
36828,"[36287, 36289, 36555, 36557, 36558, 36561, 36830, 37097, 37359, 37360, 37361, 37362, 37363, 37625, 37626]"
36829,"[36020, 36287, 36289, 36291, 36557, 36558, 36561, 36562, 36830, 37097, 37360, 37361, 37362, 37363, 37364, 37626]"
36830,"[36020, 36289, 36291, 36292, 36557, 36558, 36561, 36562, 36563, 36830, 37097, 37361, 37362, 37363, 37364, 37629]"
36831,"[36020, 36022, 36289, 36291, 36292, 36558, 36561, 36562, 36563, 36830, 37097, 37101, 37362, 37363, 37364, 37629]"
36832,"[36022, 36023, 36291, 36292, 36561, 36562, 36563, 36830, 37097, 37101, 37102, 37363, 37364, 37629]"
36833,"[36022, 36023, 36291, 36292, 36561, 36562, 36563, 36830, 37097, 37101, 37102, 37103, 37364, 37368]"
36834,"[36023, 36292, 36561, 36562, 36563, 37101, 37102, 37103, 37368, 37369]"
36876,"[36069, 36070, 36612]"
36877,"[36069, 36070, 36612]"
36878,"[36070, 36343, 36612]"
36879,"[36073, 36343, 36612]"
36880,"[36073, 36074, 36343, 36345, 36612]"
36881,"[36073, 36074, 36343, 36345, 36612]"
36882,"[36074, 36076, 36343, 36345, 36612, 37415]"
36883,"[36076, 36345, 36619, 37415, 37416]"
36884,"[36076, 36345, 36349, 36619, 37415, 37416]"
36885,"[36079, 36349, 36350, 36619, 37415, 37416]"
36886,"[36079, 36349, 36350, 36351, 36619, 36622, 37415, 37416, 37679]"
36887,"[36079, 36349, 36350, 36351, 36619, 36622, 36623, 37416, 37679]"
36970,"[36434, 36435]"
36971,"[36434, 36435, 36436, 36707, 36974]"
36972,"[36434, 36435, 36436, 36437, 36707, 36708, 36974, 37241, 37505]"
36973,"[36167, 36434, 36435, 36436, 36437, 36438, 36707, 36708, 36709, 36974, 37241, 37242, 37505, 37506, 37766]"
36998,"[36729, 36732, 36996, 37000, 37262, 37790]"
37082,"[36274, 36275, 36276, 36543, 36545, 36546, 36547, 36812, 36813, 36815, 36816, 36817, 36818, 37079, 37080, 37081, 37082, 37083, 37085, 37346, 37348, 37350, 37351, 37612, 37873]"
37083,"[36275, 36276, 36277, 36545, 36546, 36547, 36548, 36813, 36815, 36816, 36817, 36818, 36819, 37080, 37081, 37082, 37083, 37085, 37346, 37348, 37350, 37351, 37352, 37612, 37616, 37876]"
37084,"[36276, 36277, 36278, 36545, 36546, 36547, 36548, 36549, 36815, 36816, 36817, 36818, 36819, 36820, 37081, 37082, 37083, 37085, 37087, 37348, 37350, 37351, 37352, 37616, 37876, 37877]"
37085,"[36277, 36278, 36546, 36547, 36548, 36549, 36815, 36816, 36817, 36818, 36819, 36820, 36821, 37082, 37083, 37085, 37087, 37088, 37348, 37350, 37351, 37352, 37616, 37618, 37876, 37877, 37878]"
37095,"[36287, 36289, 36557, 36558, 36830, 37097, 37359, 37360, 37361, 37362, 37363, 37364, 37625, 37626, 37888]"
37096,"[36289, 36557, 36558, 36561, 36830, 37097, 37359, 37360, 37361, 37362, 37363, 37364, 37625, 37626, 37629, 37888, 37889]"
37097,"[36289, 36291, 36558, 36561, 36562, 36830, 37097, 37360, 37361, 37362, 37363, 37364, 37626, 37629, 37888, 37889, 37890]"
37098,"[36291, 36292, 36561, 36562, 36563, 36830, 37097, 37101, 37361, 37362, 37363, 37364, 37629, 37889, 37890]"
37099,"[36291, 36292, 36561, 36562, 36563, 36830, 37097, 37101, 37102, 37362, 37363, 37364, 37368, 37629, 37890]"
37115,[]
37116,[]
37117,[]
37118,[]
37144,[36612]
37145,"[36343, 36612]"
37146,"[36343, 36612]"
37147,"[36343, 36345, 36612, 37415]"
37148,"[36345, 37415, 37416]"
37149,"[36345, 37415, 37416]"
37150,"[36619, 37415, 37416]"
37151,"[36349, 36619, 37415, 37416, 37679]"
37152,"[36349, 36350, 36619, 37415, 37416, 37679]"
37153,"[36349, 36350, 36351, 36619, 36622, 37415, 37416, 37679]"
37236,[36434]
37237,"[36434, 36435, 36974, 37505]"
37238,"[36434, 36435, 36436, 36707, 36974, 37241, 37505, 37506, 37766]"
37239,"[36435, 36436, 36437, 36707, 36708, 36974, 37241, 37242, 37505, 37506, 37507, 37766, 37767, 38027]"
37248,"[36444, 36446, 36980, 36981, 37245, 37250, 37251, 37510, 37511, 37512, 37515, 37516, 37772, 37776, 38036]"
37348,"[36545, 36546, 36813, 36815, 36816, 36817, 37079, 37080, 37081, 37082, 37083, 37085, 37346, 37348, 37350, 37351, 37610, 37612, 37616, 37872, 37873, 37876, 38135]"
37349,"[36545, 36546, 36547, 36815, 36816, 36817, 36818, 37080, 37081, 37082, 37083, 37085, 37346, 37348, 37350, 37351, 37352, 37612, 37616, 37873, 37876, 37877, 38135, 38137]"
37350,"[36546, 36547, 36548, 36815, 36816, 36817, 36818, 36819, 37081, 37082, 37083, 37085, 37087, 37348, 37350, 37351, 37352, 37612, 37616, 37618, 37876, 37877, 37878, 38137, 38138]"
37361,"[36557, 36558, 36830, 37097, 37359, 37360, 37361, 37362, 37363, 37364, 37623, 37625, 37626, 37629, 37888, 37889]"
37362,"[36558, 36830, 37097, 37359, 37360, 37361, 37362, 37363, 37364, 37625, 37626, 37629, 37888, 37889, 37890, 38150]"
37363,"[36561, 36830, 37097, 37360, 37361, 37362, 37363, 37364, 37625, 37626, 37629, 37888, 37889, 37890, 38150]"
37364,"[36561, 36562, 36830, 37097, 37101, 37361, 37362, 37363, 37364, 37626, 37629, 37888, 37889, 37890, 38150]"
37365,"[36561, 36562, 36563, 36830, 37097, 37101, 37102, 37362, 37363, 37364, 37368, 37629, 37889, 37890]"
37381,[]
37382,[]
37383,[]
37384,[]
37411,[36612]
37412,[37415]
37413,"[37415, 37416]"
37414,"[37415, 37416]"
37416,"[36619, 37415, 37416, 37679]"
37417,"[36619, 37415, 37416, 37679]"
37421,"[36622, 36623, 36624, 37157, 37679, 37684, 37943, 37944, 37945, 38202, 38204]"
37501,[]
37502,"[37505, 37766]"
37503,"[36974, 37241, 37505, 37506, 37766, 37767, 38027]"
37504,"[36707, 36974, 37241, 37242, 37505, 37506, 37507, 37766, 37767, 37768, 38027, 38028]"
37505,"[36707, 36708, 36974, 37241, 37242, 37505, 37506, 37507, 37508, 37766, 37767, 37768, 38027, 38028, 38029, 38288]"
37514,"[36981, 37250, 37251, 37252, 37511, 37512, 37515, 37516, 37517, 37772, 37776, 37777, 37778, 38036, 38038, 38295]"
37524,"[36725, 36727, 36991, 36992, 36993, 37256, 37257, 37258, 37259, 37260, 37262, 37521, 37523, 37782, 37783, 37784, 37785, 37786, 37787, 37788, 38044, 38045, 38046, 38047, 38305, 38306, 38307]"
37525,"[36727, 36992, 36993, 36996, 37257, 37258, 37259, 37260, 37262, 37523, 37783, 37784, 37785, 37786, 37787, 37788, 38045, 38046, 38047, 38049, 38306, 38307, 38308]"
37527,"[36729, 36996, 37259, 37260, 37262, 37785, 37786, 37787, 37788, 37790, 38047, 38049, 38308, 38309]"
37528,"[36729, 36996, 37260, 37262, 37786, 37787, 37788, 37790, 37792, 38049, 38052, 38309, 38311]"
37529,"[36732, 36996, 37000, 37262, 37787, 37788, 37790, 37792, 38049, 38052, 38311, 38312]"
37530,"[36732, 37000, 37262, 37788, 37790, 37792, 38052, 38054, 38311, 38312]"
37613,"[36815, 36816, 37080, 37081, 37082, 37083, 37346, 37348, 37350, 37351, 37610, 37612, 37616, 37872, 37873, 37876, 37877, 38135, 38137]"
37614,"[36815, 36816, 36817, 37081, 37082, 37083, 37085, 37346, 37348, 37350, 37351, 37352, 37612, 37616, 37872, 37873, 37876, 37877, 37878, 38135, 38137, 38138, 38397]"
37627,"[36830, 37097, 37359, 37360, 37361, 37362, 37363, 37364, 37625, 37626, 37629, 37888, 37889, 37890, 38150]"
37628,"[36830, 37097, 37360, 37361, 37362, 37363, 37364, 37625, 37626, 37629, 37888, 37889, 37890, 38150, 38411]"
37629,"[36830, 37097, 37361, 37362, 37363, 37364, 37626, 37629, 37888, 37889, 37890, 38150, 38411]"
37630,"[37097, 37101, 37362, 37363, 37364, 37368, 37629, 37888, 37889, 37890, 37894, 38150, 38154, 38411, 38413]"
37646,[38429]
37647,[38429]
37648,[38429]
37649,[]
37650,[]
37682,"[37157, 37679, 37684, 37943, 37944, 37945, 37946, 38202, 38204, 38205, 38468, 38470]"
37683,"[37157, 37684, 37943, 37944, 37945, 37946, 38202, 38204, 38205, 38470]"
37684,"[37157, 37684, 37943, 37944, 37945, 37946, 38204, 38205, 38470, 38472]"
37762,[]
37763,"[37505, 37766, 38027]"
37764,"[37505, 37506, 37766, 37767, 38027, 38028]"
37765,"[36974, 37241, 37505, 37506, 37507, 37766, 37767, 37768, 38027, 38028, 38029, 38288]"
37766,"[36974, 37241, 37242, 37505, 37506, 37507, 37508, 37766, 37767, 37768, 38027, 38028, 38029, 38288, 38289, 38554]"
37767,"[36974, 37241, 37242, 37505, 37506, 37507, 37508, 37509, 37766, 37767, 37768, 37770, 38027, 38028, 38029, 38288, 38289, 38290, 38554]"
37775,"[37250, 37251, 37511, 37512, 37515, 37516, 37517, 37772, 37776, 37777, 37778, 38033, 38036, 38038, 38039, 38295, 38562]"
37874,"[37081, 37082, 37083, 37346, 37348, 37350, 37610, 37612, 37616, 37872, 37873, 37876, 37877, 38135, 38137, 38138, 38397, 38660, 38661]"
37888,"[37097, 37360, 37361, 37362, 37363, 37364, 37625, 37626, 37629, 37888, 37889, 37890, 38146, 38150, 38411, 38675]"
37889,"[37097, 37361, 37362, 37363, 37364, 37625, 37626, 37629, 37888, 37889, 37890, 38150, 38411, 38675, 38677]"
37890,"[37097, 37362, 37363, 37364, 37626, 37629, 37888, 37889, 37890, 38150, 38154, 38411, 38413, 38677, 38678]"
37891,"[37363, 37364, 37629, 37888, 37889, 37890, 37894, 38150, 38154, 38155, 38411, 38413, 38677, 38678, 38679]"
37892,"[37101, 37364, 37368, 37629, 37889, 37890, 37894, 38150, 38154, 38155, 38156, 38411, 38413, 38415, 38678, 38679]"
37908,[38429]
37909,[38429]
37910,[38429]
37911,[]
37944,"[37157, 37684, 37943, 37944, 37945, 37946, 38202, 38204, 38205, 38468, 38470, 38472, 38739, 38741]"
37945,"[37157, 37684, 37943, 37944, 37945, 37946, 38202, 38204, 38205, 38470, 38472, 38473, 38741, 38742]"
38024,"[37766, 38027]"
38025,"[37505, 37766, 37767, 38027, 38028, 38288]"
38026,"[37505, 37506, 37766, 37767, 37768, 38027, 38028, 38029, 38288, 38289, 38554]"
38027,"[37241, 37505, 37506, 37507, 37766, 37767, 37768, 38027, 38028, 38029, 38288, 38289, 38290, 38554]"
38028,"[37241, 37242, 37505, 37506, 37507, 37508, 37766, 37767, 37768, 37770, 38027, 38028, 38029, 38288, 38289, 38290, 38554]"
38082,"[37296, 37560, 37562, 37822, 38083, 38084, 38085, 38340, 38341, 38342, 38343, 38344, 38606, 38607, 38608, 38610, 38877, 38878, 38879]"
38149,"[37361, 37362, 37363, 37625, 37626, 37629, 37888, 37889, 37890, 38146, 38150, 38411, 38673, 38675, 38677, 38946]"
38150,"[37362, 37363, 37364, 37626, 37629, 37888, 37889, 37890, 38150, 38411, 38413, 38675, 38677, 38678, 38946, 38947]"
38151,"[37363, 37364, 37629, 37888, 37889, 37890, 38150, 38154, 38411, 38413, 38675, 38677, 38678, 38679, 38946, 38947, 38948]"
38168,[38429]
38169,[38429]
38170,[38429]
38171,[38429]
38172,[38429]
38205,"[37684, 37943, 37944, 37945, 37946, 38202, 38204, 38205, 38468, 38470, 38472, 38473, 38739, 38741, 38742]"
38206,"[37684, 37943, 37944, 37945, 37946, 38204, 38205, 38470, 38472, 38473, 38475, 38741, 38742, 39025]"
38286,"[37505, 37766, 37767, 38027, 38028, 38029, 38288, 38289, 38554]"
38289,"[37506, 37507, 37508, 37766, 37767, 37768, 37770, 38027, 38028, 38029, 38032, 38288, 38289, 38290, 38292, 38554, 38558, 38827]"
38290,"[37507, 37508, 37509, 37767, 37768, 37770, 37771, 38027, 38028, 38029, 38032, 38033, 38288, 38289, 38290, 38292, 38293, 38554, 38558, 38827, 38828, 39109]"
38392,"[37609, 37610, 37869, 37872, 37873, 38129, 38130, 38131, 38135, 38389, 38390, 38655, 38656, 38660, 38661, 38928, 38929, 39209]"
38427,"[38424, 38429]"
38428,[38429]
38429,[38429]
38430,"[38429, 39249]"
38431,"[38429, 39249]"
38432,"[38429, 39249, 39251]"
38471,"[37684, 37943, 37944, 37945, 37946, 38202, 38204, 38205, 38468, 38470, 38472, 38473, 38738, 38739, 38741, 38742, 39021, 39025]"
38472,"[37684, 37944, 37945, 37946, 38204, 38205, 38470, 38472, 38473, 38475, 38739, 38741, 38742, 38745, 39025, 39026]"
38556,"[37768, 37770, 38028, 38029, 38032, 38288, 38289, 38290, 38292, 38293, 38554, 38558, 38827, 38828, 39109, 39110]"
38658,"[37872, 38130, 38131, 38389, 38390, 38655, 38656, 38660, 38661, 38925, 38928, 38929, 38931, 39208, 39209, 39212, 39493, 39494]"
38678,"[37890, 38150, 38154, 38411, 38413, 38415, 38675, 38677, 38678, 38679, 38681, 38946, 38947, 38948, 38949, 38950, 38951, 39228, 39231, 39232, 39512, 39513, 39514]"
